Year,UNITID,INTUTIONFEE,OUTTUTIONFEE,BOOKSUPPLY,ONCAMROOM,ONCAMOTHEXP,OFFCAMROOM,OFFCAMOTHEXP,Total,AllocProportion,SampleSize,ActualProportion,SelectionProb,SamplingWeight
2017,443058,6570,6570,1200,9176,5968,9616,6264,1368,0.25,125,0.25,0.091374269,10.944
2017,482680,4421,12834,1390,10440,3430,8060,4030,1368,0.25,125,0.25,0.091374269,10.944
2018,100706,10714,22362,2034,10094,3808,8875,3808,1368,0.25,125,0.25,0.091374269,10.944
2018,101189,21690,21690,1800,7750,4200,8000,4700,1368,0.25,125,0.25,0.091374269,10.944
2018,104151,10822,28336,1148,12648,3430,9684,4412,1368,0.25,125,0.25,0.091374269,10.944
2018,106467,7254,12678,1330,7870,2331,11902,3991,1368,0.25,125,0.25,0.091374269,10.944
2018,110510,6922,18802,1917,12711,2328,13770,2721,1368,0.25,125,0.25,0.091374269,10.944
2018,110574,6983,18863,1500,13980,2680,13986,2830,1368,0.25,125,0.25,0.091374269,10.944
2018,110662,13226,42218,1450,15816,4128,13808,4772,1368,0.25,125,0.25,0.091374269,10.944
2018,110714,13960,42952,1089,16448,4720,12757,5102,1368,0.25,125,0.25,0.091374269,10.944
2018,117140,43050,43050,1916,13420,3310,13779,4318,1368,0.25,125,0.25,0.091374269,10.944
2018,117168,30700,30700,1917,15418,3365,13779,4248,1368,0.25,125,0.25,0.091374269,10.944
2018,120883,48164,48164,1917,13650,3240,13779,4248,1368,0.25,125,0.25,0.091374269,10.944
2018,123457,30200,30200,1704,8950,3071,12248,3967,1368,0.25,125,0.25,0.091374269,10.944
2018,123651,33720,33720,1850,9980,3250,13890,4340,1368,0.25,125,0.25,0.091374269,10.944
2018,125897,39790,39790,1917,11550,3240,13779,4248,1368,0.25,125,0.25,0.091374269,10.944
2018,126614,12532,37286,1800,14418,2294,12622,2294,1368,0.25,125,0.25,0.091374269,10.944
2018,126669,31866,31866,1000,11084,1575,8910,1575,1368,0.25,125,0.25,0.091374269,10.944
2018,128771,10616,23124,1050,12176,2027,11738,2465,1368,0.25,125,0.25,0.091374269,10.944
2018,130590,56910,56910,1000,14750,1500,14750,1500,1368,0.25,125,0.25,0.091374269,10.944
2018,130934,7868,16904,1900,11433,2219,12672,5664,1368,0.25,125,0.25,0.091374269,10.944
2018,132903,6368,22467,1200,10010,4970,10010,4970,1368,0.25,125,0.25,0.091374269,10.944
2018,134097,5656,18786,1000,10666,4846,10666,4846,1368,0.25,125,0.25,0.091374269,10.944
2018,139940,9112,23971,1600,14392,910,12260,2090,1368,0.25,125,0.25,0.091374269,10.944
2018,141334,6288,17074,1600,9708,6800,6900,6800,1368,0.25,125,0.25,0.091374269,10.944
2018,145619,34290,34290,1510,11126,3080,10672,4364,1368,0.25,125,0.25,0.091374269,10.944
2018,147369,13056,13056,932,10360,2732,9020,2732,1368,0.25,125,0.25,0.091374269,10.944
2018,147767,54567,54567,1605,16626,1850,16626,1850,1368,0.25,125,0.25,0.091374269,10.944
2018,147828,36070,36070,1000,7900,2700,12550,1000,1368,0.25,125,0.25,0.091374269,10.944
2018,148487,29832,29832,1200,13223,4400,8600,7700,1368,0.25,125,0.25,0.091374269,10.944
2018,150677,24768,24768,1000,9134,1000,8000,3200,1368,0.25,125,0.25,0.091374269,10.944
2018,151290,26900,26900,0,10020,4196,7515,5218,1368,0.25,125,0.25,0.091374269,10.944
2018,151324,9090,19836,1200,10590,2266,10590,2690,1368,0.25,125,0.25,0.091374269,10.944
2018,154527,41280,41280,1100,9995,1300,9995,1300,1368,0.25,125,0.25,0.091374269,10.944
2018,155681,7298,18642,1000,7778,3826,7332,4438,1368,0.25,125,0.25,0.091374269,10.944
2018,157100,19256,19256,1200,8200,4768,8200,9592,1368,0.25,125,0.25,0.091374269,10.944
2018,157535,20950,20950,2500,7800,6500,7800,6500,1368,0.25,125,0.25,0.091374269,10.944
2018,157748,20433,20433,1700,7150,1500,2460,1500,1368,0.25,125,0.25,0.091374269,10.944
2018,159647,9645,18558,1389,8529,3738,9186,4896,1368,0.25,125,0.25,0.091374269,10.944
2018,159966,7952,9045,1300,9754,4112,9430,4952,1368,0.25,125,0.25,0.091374269,10.944
2018,160065,14180,14180,1300,14775,2042,9430,3958,1368,0.25,125,0.25,0.091374269,10.944
2018,161509,35050,35050,1250,12290,2100,8100,2100,1368,0.25,125,0.25,0.091374269,10.944
2018,162928,53740,53740,1240,15836,1085,11650,1085,1368,0.25,125,0.25,0.091374269,10.944
2018,166513,15180,32827,1200,12748,1424,5400,1924,1368,0.25,125,0.25,0.091374269,10.944
2018,166629,15887,34570,1000,12626,1400,12626,1400,1368,0.25,125,0.25,0.091374269,10.944
2018,166638,14167,33966,800,16290,1924,12750,2974,1368,0.25,125,0.25,0.091374269,10.944
2018,167899,37444,37444,1000,12550,2250,12550,2250,1368,0.25,125,0.25,0.091374269,10.944
2018,167996,42746,42746,893,16000,1607,8300,1345,1368,0.25,125,0.25,0.091374269,10.944
2018,168148,56382,56382,1000,14560,1558,14560,1558,1368,0.25,125,0.25,0.091374269,10.944
2018,168528,37087,37087,1800,11318,3276,11318,3276,1368,0.25,125,0.25,0.091374269,10.944
2018,168847,11135,11135,1000,5400,4800,7200,4800,1368,0.25,125,0.25,0.091374269,10.944
2018,169910,12150,12150,840,9894,672,8526,1572,1368,0.25,125,0.25,0.091374269,10.944
2018,170286,27578,27578,1200,11000,2000,11000,2000,1368,0.25,125,0.25,0.091374269,10.944
2018,171571,12606,24230,784,10100,2034,6508,4400,1368,0.25,125,0.25,0.091374269,10.944
2018,173045,38800,38800,1200,10280,2500,16262,2500,1368,0.25,125,0.25,0.091374269,10.944
2018,174491,31540,31540,600,9460,2740,3492,4000,1368,0.25,125,0.25,0.091374269,10.944
2018,175078,8612,8612,1200,8016,3156,8016,3156,1368,0.25,125,0.25,0.091374269,10.944
2018,176628,19900,19900,1072,8564,2062,9772,3204,1368,0.25,125,0.25,0.091374269,10.944
2018,177065,22704,22704,1264,7808,4576,8160,6080,1368,0.25,125,0.25,0.091374269,10.944
2018,177542,22750,22750,636,8108,3206,8148,5070,1368,0.25,125,0.25,0.091374269,10.944
2018,179566,7376,15326,1250,8755,4401,8755,4401,1368,0.25,125,0.25,0.091374269,10.944
2018,180489,7244,24959,1100,9544,3078,9544,3778,1368,0.25,125,0.25,0.091374269,10.944
2018,181394,7790,20764,1140,9690,3680,9582,3680,1368,0.25,125,0.25,0.091374269,10.944
2018,183062,14212,23176,900,11026,1850,8668,2050,1368,0.25,125,0.25,0.091374269,10.944
2018,186876,13739,20866,1597,12282,3220,12282,4059,1368,0.25,125,0.25,0.091374269,10.944
2018,190716,26780,26780,1200,12224,3000,12224,3000,1368,0.25,125,0.25,0.091374269,10.944
2018,190725,28580,28580,1000,12915,1500,2900,1500,1368,0.25,125,0.25,0.091374269,10.944
2018,192703,42608,42608,1200,16220,2100,16220,2400,1368,0.25,125,0.25,0.091374269,10.944
2018,192819,39600,39600,1000,15550,2000,14150,2500,1368,0.25,125,0.25,0.091374269,10.944
2018,193016,19042,19042,1588,14400,3170,8430,3488,1368,0.25,125,0.25,0.091374269,10.944
2018,193353,31118,31118,1300,15108,1550,11700,2100,1368,0.25,125,0.25,0.091374269,10.944
2018,193900,51828,51828,824,18156,2758,18156,2758,1368,0.25,125,0.25,0.091374269,10.944
2018,194657,12450,12450,200,3000,3800,14214,3800,1368,0.25,125,0.25,0.091374269,10.944
2018,194958,31568,31568,1100,10628,3100,7598,3420,1368,0.25,125,0.25,0.091374269,10.944
2018,195234,32574,32574,1200,12714,2100,12714,2460,1368,0.25,125,0.25,0.091374269,10.944
2018,196097,9625,27295,900,13698,1868,13999,5336,1368,0.25,125,0.25,0.091374269,10.944
2018,196121,8412,18192,980,13358,1858,9964,2788,1368,0.25,125,0.25,0.091374269,10.944
2018,196246,8369,18149,1220,12980,2490,12980,2490,1368,0.25,125,0.25,0.091374269,10.944
2018,197197,47090,47090,850,14124,2390,14124,2390,1368,0.25,125,0.25,0.091374269,10.944
2018,197647,12100,12100,200,3800,3800,14214,3800,1368,0.25,125,0.25,0.091374269,10.944
2018,197735,10100,10100,200,4050,3800,14214,3800,1368,0.25,125,0.25,0.091374269,10.944
2018,198464,7188,23465,1432,10354,2698,10354,2698,1368,0.25,125,0.25,0.091374269,10.944
2018,198899,32968,32968,1257.568699,9592,1900,9592,1800,1368,0.25,125,0.25,0.091374269,10.944
2018,199157,6464,19171,1500,10250,6205,10250,6605,1368,0.25,125,0.25,0.091374269,10.944
2018,202806,12649,12649,1080,9998,4498,14680,4498,1368,0.25,125,0.25,0.091374269,10.944
2018,204680,7644,27660,1168,9344,4846,9344,4846,1368,0.25,125,0.25,0.091374269,10.944
2018,209506,10118,28668,1225,9579,3330,11107,3958,1368,0.25,125,0.25,0.091374269,10.944
2018,211088,43580,43580,1500,13900,1100,19292,1100,1368,0.25,125,0.25,0.091374269,10.944
2018,213349,10802,14910,1440,11478,4170,11478,4170,1368,0.25,125,0.25,0.091374269,10.944
2018,213507,43650,43650,1200,11860,2482,7500,3082,1368,0.25,125,0.25,0.091374269,10.944
2018,214166,23110,23110,2500,10648,3000,10000,3000,1368,0.25,125,0.25,0.091374269,10.944
2018,214704,15198,24450,1840,11570,4788,11570,4788,1368,0.25,125,0.25,0.091374269,10.944
2018,215947,35748,35748,1200,11984,2500,9442,3000,1368,0.25,125,0.25,0.091374269,10.944
2018,216807,36806,36806,1000,11130,1250,11130,1250,1368,0.25,125,0.25,0.091374269,10.944
2018,216852,45948,45948,1300,14446,1728,8190,2358,1368,0.25,125,0.25,0.091374269,10.944
2018,217013,24595,24595,1260,11594,1700,7100,2580,1368,0.25,125,0.25,0.091374269,10.944
2018,217934,19500,19500,1203,7900,4520,5298,7802,1368,0.25,125,0.25,0.091374269,10.944
2018,217998,36150,36150,2000,11350,3500,12550,1250,1368,0.25,125,0.25,0.091374269,10.944
2018,219198,27276,27276,1200,7986,4426,7986,5138,1368,0.25,125,0.25,0.091374269,10.944
2018,220613,17690,17690,1600,8300,3560,8150,3560,1368,0.25,125,0.25,0.091374269,10.944
2018,225247,28990,28990,800,8080,3176,8080,3176,1368,0.25,125,0.25,0.091374269,10.944
2018,225575,14346,14346,1000,7568,1500,7650,1500,1368,0.25,125,0.25,0.091374269,10.944
2018,226383,22440,22440,1200,7702,4942,7702,4942,1368,0.25,125,0.25,0.091374269,10.944
2018,226833,9233,11183,1050,8877,1909,8877,1909,1368,0.25,125,0.25,0.091374269,10.944
2018,227216,10852,20812,1000,9610,3250,8446,4570,1368,0.25,125,0.25,0.091374269,10.944
2018,227368,7813,17773,1218,8124,3316,8146,4406,1368,0.25,125,0.25,0.091374269,10.944
2018,227757,47350,47350,1200,14000,2600,14000,2600,1368,0.25,125,0.25,0.091374269,10.944
2018,228325,19582,19582,1310,7500,5786,13830,4810,1368,0.25,125,0.25,0.091374269,10.944
2018,228468,21564,21564,1550,7600,2955,7474,2955,1368,0.25,125,0.25,0.091374269,10.944
2018,228529,7292,17252,966,10480,3057,10480,3057,1368,0.25,125,0.25,0.091374269,10.944
2018,229160,31816,31816,2032,9654,4267,9600,3844,1368,0.25,125,0.25,0.091374269,10.944
2018,232681,12654,28588,1200,11218,3178,11218,3494,1368,0.25,125,0.25,0.091374269,10.944
2018,232937,9490,20658,1901,10360,3244,10360,3244,1368,0.25,125,0.25,0.091374269,10.944
2018,237783,16700,16700,1000,7480,2000,7480,2000,1368,0.25,125,0.25,0.091374269,10.944
2018,238616,29450,29450,1750,10850,2800,10850,2800,1368,0.25,125,0.25,0.091374269,10.944
2018,239743,28390,28390,1152,11000,3714,7706,5000,1368,0.25,125,0.25,0.091374269,10.944
2018,242617,5940,5940,1372,5193,5481,9264,5481,1368,0.25,125,0.25,0.091374269,10.944
2018,243221,4094,6049,2168,11161,2453,11161,3251,1368,0.25,125,0.25,0.091374269,10.944
2018,245953,19604,19604,1632,8190,1600,7752,1600,1368,0.25,125,0.25,0.091374269,10.944
2018,414823,32441,32441,1800,12129,2059,7500,2059,1368,0.25,125,0.25,0.091374269,10.944
2018,420574,9840,25576,1148,11683,3430,9684,4412,1368,0.25,125,0.25,0.091374269,10.944
2018,448840,5821,16736,1200,11610,4100,9820,4100,1368,0.25,125,0.25,0.091374269,10.944
2018,489937,9920,9920,1000,7809,2100,12600,3350,1368,0.25,125,0.25,0.091374269,10.944
2019,100830,8620,18292,1200,6980,3850,10296,3850,1368,0.25,125,0.25,0.091374269,10.944
2019,101189,22310,22310,1800,7925,4300,8200,4800,1368,0.25,125,0.25,0.091374269,10.944
2019,101693,23860,23860,1800,9700,4750,9000,4800,1368,0.25,125,0.25,0.091374269,10.944
2019,105589,32553,32553,982,9520,1444,8162,1444,1368,0.25,125,0.25,0.091374269,10.944
2019,107983,9080,13580,1600,7188,5882,7188,7495,1368,0.25,125,0.25,0.091374269,10.944
2019,112260,56475,56475,1200,17300,1500,15084,1650,1368,0.25,125,0.25,0.091374269,10.944
2019,117140,44550,44550,1972,13740,3788,15084,5344,1368,0.25,125,0.25,0.091374269,10.944
2019,117168,31600,31600,1971,17086,3842,15084,5274,1368,0.25,125,0.25,0.091374269,10.944
2019,118888,30877,30877,1611,13883,2468,13883,4178,1368,0.25,125,0.25,0.091374269,10.944
2019,120883,49588,49588,1971,13408,3717,15084,5274,1368,0.25,125,0.25,0.091374269,10.944
2019,127185,8872,19528,1240,11704,3558,10488,3558,1368,0.25,125,0.25,0.091374269,10.944
2019,128771,11068,24028,1050,12528,2215,12528,2215,1368,0.25,125,0.25,0.091374269,10.944
2019,130253,43070,43070,1200,15960,2650,10462,3150,1368,0.25,125,0.25,0.091374269,10.944
2019,130314,40286,40286,1200,11771,1400,10866,2144,1368,0.25,125,0.25,0.091374269,10.944
2019,130590,59050,59050,1000,15300,1500,15300,1500,1368,0.25,125,0.25,0.091374269,10.944
2019,131469,56935,56935,1400,14300,1525,14300,1525,1368,0.25,125,0.25,0.091374269,10.944
2019,136215,32110,32110,1728,12870,6259,11430,9175,1368,0.25,125,0.25,0.091374269,10.944
2019,139658,53804,53804,1224,14972,2604,14972,2604,1368,0.25,125,0.25,0.091374269,10.944
2019,139719,5772,16494,1500,8372,5000,8000,500,1368,0.25,125,0.25,0.091374269,10.944
2019,139959,12080,31120,990,10314,4066,8392,4650,1368,0.25,125,0.25,0.091374269,10.944
2019,140252,13101,13101,2400,14400,9600,14400,9600,1368,0.25,125,0.25,0.091374269,10.944
2019,140872,24300,24300,1400,9800,6200,8400,6200,1368,0.25,125,0.25,0.091374269,10.944
2019,141167,16940,16940,2000,7040,2200,5320,2200,1368,0.25,125,0.25,0.091374269,10.944
2019,141325,23970,23970,1261.41,10060,2000,10060,2000,1368,0.25,125,0.25,0.091374269,10.944
2019,142461,31050,31050,1290,7990,2660,8900,3720,1368,0.25,125,0.25,0.091374269,10.944
2019,145600,13874,27566,1400,12479,3628,12479,3628,1368,0.25,125,0.25,0.091374269,10.944
2019,145619,34290,34290,1510,11126,3080,10672,4364,1368,0.25,125,0.25,0.091374269,10.944
2019,145813,14832,26356,802,9850,5640,8172,6941,1368,0.25,125,0.25,0.091374269,10.944
2019,147244,37054,37054,1000,11818,2100,11818,2100,1368,0.25,125,0.25,0.091374269,10.944
2019,147828,37070,37070,1000,8000,2700,12550,1000,1368,0.25,125,0.25,0.091374269,10.944
2019,149231,12219,12219,915,9881,2906,9881,2906,1368,0.25,125,0.25,0.091374269,10.944
2019,149772,13256,13256,1200,9800,2292,9800,4112,1368,0.25,125,0.25,0.091374269,10.944
2019,151102,8589,20622,1240,9620,3417,9620,3417,1368,0.25,125,0.25,0.091374269,10.944
2019,151342,7527,19978,1110,9146,2494,7932,4064,1368,0.25,125,0.25,0.091374269,10.944
2019,151777,33624,33624,1000,9842,1488,6461,3342,1368,0.25,125,0.25,0.091374269,10.944
2019,156356,23500,23500,3000,9940,2000,11500,2000,1368,0.25,125,0.25,0.091374269,10.944
2019,157377,24850,24850,1200,8600,7000,8600,7000,1368,0.25,125,0.25,0.091374269,10.944
2019,160621,9141,16491,1300,9176,3975,9800,4200,1368,0.25,125,0.25,0.091374269,10.944
2019,160959,43542,43542,600,9747,1080,5220,1080,1368,0.25,125,0.25,0.091374269,10.944
2019,162928,55350,55350,1250,16310,1118,12235,1118,1368,0.25,125,0.25,0.091374269,10.944
2019,163462,42590,42590,1300,13330,1400,7500,2300,1368,0.25,125,0.25,0.091374269,10.944
2019,164580,52608,52608,1144,16776,1850,16776,1850,1368,0.25,125,0.25,0.091374269,10.944
2019,166850,43340,43340,1000,16320,1450,16320,1450,1368,0.25,125,0.25,0.091374269,10.944
2019,167455,31600,31600,800,13830,2000,13830,2000,1368,0.25,125,0.25,0.091374269,10.944
2019,168148,58578,58578,1000,15086,1536,15086,1536,1368,0.25,125,0.25,0.091374269,10.944
2019,168430,10161,16241,1368,12360,1700,5400,2200,1368,0.25,125,0.25,0.091374269,10.944
2019,168786,33854,33854,930,9598,1782,6222,2484,1368,0.25,125,0.25,0.091374269,10.944
2019,169248,12960,24120,1000,10328,1080,10328,1080,1368,0.25,125,0.25,0.091374269,10.944
2019,169327,20550,20550,1404,10500,1230,4704,1908,1368,0.25,125,0.25,0.091374269,10.944
2019,170082,12860,18296,740,9400,2040,6416,2040,1368,0.25,125,0.25,0.091374269,10.944
2019,170675,35280,35280,1536,10540,4490,10540,4490,1368,0.25,125,0.25,0.091374269,10.944
2019,171146,12202,23502,1000,9092,2016,7200,3978,1368,0.25,125,0.25,0.091374269,10.944
2019,171571,13346,24710,784,10806,2434,6876,4888,1368,0.25,125,0.25,0.091374269,10.944
2019,174437,25090,25090,1550,7780,3224,7780,3224,1368,0.25,125,0.25,0.091374269,10.944
2019,174862,26970,26970,1316,8930,4562,8930,6154,1368,0.25,125,0.25,0.091374269,10.944
2019,175078,8874,8874,1200,8278,2930,8278,2930,1368,0.25,125,0.25,0.091374269,10.944
2019,176965,7969,14715,1250,8962,2450,8962,2450,1368,0.25,125,0.25,0.091374269,10.944
2019,178387,8225,14135,1000,9125,2665,9125,2665,1368,0.25,125,0.25,0.091374269,10.944
2019,178615,8120,15314,1000,9012,3800,9012,3800,1368,0.25,125,0.25,0.091374269,10.944
2019,179557,7800,13830,631,9267,4708,9267,4708,1368,0.25,125,0.25,0.091374269,10.944
2019,180489,7354,26218,1100,9966,3248,9966,3948,1368,0.25,125,0.25,0.091374269,10.944
2019,180595,29552,29552,1300,8452,3270,8451,3270,1368,0.25,125,0.25,0.091374269,10.944
2019,180814,7851,7851,1350,8940,3069,13536,3069,1368,0.25,125,0.25,0.091374269,10.944
2019,180832,14040,14040,790,7068,2914,8330,2914,1368,0.25,125,0.25,0.091374269,10.944
2019,181330,34040,34040,1020,8914,2184,7942,3156,1368,0.25,125,0.25,0.091374269,10.944
2019,181446,35564,35564,1000,10172,3500,11048,3500,1368,0.25,125,0.25,0.091374269,10.944
2019,183211,33540,33540,1200,13570,2302,10218,5102,1368,0.25,125,0.25,0.091374269,10.944
2019,184603,42220,42220,1230,13670,2856,13716,2856,1368,0.25,125,0.25,0.091374269,10.944
2019,186371,15264,31500,1350,12691,3625,16434,6041,1368,0.25,125,0.25,0.091374269,10.944
2019,188526,36745,36745,1000,11046,2560,11346,4260,1368,0.25,125,0.25,0.091374269,10.944
2019,189705,29428,29428,1000,11526,1500,8000,1500,1368,0.25,125,0.25,0.091374269,10.944
2019,190503,33690,33690,1000,11880,3800,11540,4076,1368,0.25,125,0.25,0.091374269,10.944
2019,192110,47370,47370,740,17970,2888,17970,4032,1368,0.25,125,0.25,0.091374269,10.944
2019,195720,35150,35150,1100,12650,1400,12650,1500,1368,0.25,125,0.25,0.091374269,10.944
2019,196042,8538,18448,1300,13318,2000,14193,3150,1368,0.25,125,0.25,0.091374269,10.944
2019,196088,10524,28194,1203,14134,2805,14134,2805,1368,0.25,125,0.25,0.091374269,10.944
2019,196130,8472,18182,1038,14220,3788,14220,4278,1368,0.25,125,0.25,0.091374269,10.944
2019,196167,8927,18837,1000,14018,2509,12906,2509,1368,0.25,125,0.25,0.091374269,10.944
2019,196291,8508,18418,1500,13256,3600,13256,3600,1368,0.25,125,0.25,0.091374269,10.944
2019,196413,53849,53849,1536,15910,1774,15910,1774,1368,0.25,125,0.25,0.091374269,10.944
2019,197197,48280,48280,871,14575,2447,14575,2447,1368,0.25,125,0.25,0.091374269,10.944
2019,197911,31732,31732,1200,10422,4400,10422,4400,1368,0.25,125,0.25,0.091374269,10.944
2019,199281,3490,7490,1505,8924,3241,8208,3296,1368,0.25,125,0.25,0.091374269,10.944
2019,201104,21980,21980,912,10340,2596,5500,3728,1368,0.25,125,0.25,0.091374269,10.944
2019,202806,9577,9577,1080,10224,4578,14914,5842,1368,0.25,125,0.25,0.091374269,10.944
2019,203757,24650,24650,1405,10590,2884,8214,2884,1368,0.25,125,0.25,0.091374269,10.944
2019,206914,6450,15870,1418,5452,2842,8312,3920,1368,0.25,125,0.25,0.091374269,10.944
2019,209612,46402,46402,1050,12905,1800,9108,1800,1368,0.25,125,0.25,0.091374269,10.944
2019,210401,52290,52290,1012,12938,1310,12938,1310,1368,0.25,125,0.25,0.091374269,10.944
2019,211088,44440,44440,1500,13900,1100,19498,1100,1368,0.25,125,0.25,0.091374269,10.944
2019,211158,10958,22782,1200,10468,3370,8996,3370,1368,0.25,125,0.25,0.091374269,10.944
2019,211556,38738,38738,1000,11868,2000,11862,3500,1368,0.25,125,0.25,0.091374269,10.944
2019,213251,47075,47075,1000,12800,1250,12800,1250,1368,0.25,125,0.25,0.091374269,10.944
2019,213783,10596,13162,2000,10148,2756,9308,2596,1368,0.25,125,0.25,0.091374269,10.944
2019,213996,36120,36120,1280,10580,2400,10580,3800,1368,0.25,125,0.25,0.091374269,10.944
2019,215442,32750,32750,1200,11540,2180,3150,1980,1368,0.25,125,0.25,0.091374269,10.944
2019,215770,46550,46550,893,14840,1347,14840,1347,1368,0.25,125,0.25,0.091374269,10.944
2019,216694,25570,25570,1500,10520,910,7620,1310,1368,0.25,125,0.25,0.091374269,10.944
2019,217402,52438,52438,1100,15140,1052,12200,1600,1368,0.25,125,0.25,0.091374269,10.944
2019,217420,9578,23043,1200,12394,1440,13160,2200,1368,0.25,125,0.25,0.091374269,10.944
2019,217493,52860,52860,2700,13720,3500,13720,3500,1368,0.25,125,0.25,0.091374269,10.944
2019,217749,19100,19100,1200,7580,1600,11904,1600,1368,0.25,125,0.25,0.091374269,10.944
2019,219091,28750,28750,1000,7300,1850,8000,1850,1368,0.25,125,0.25,0.091374269,10.944
2019,220631,22740,22740,1400,8250,5470,5000,6060,1368,0.25,125,0.25,0.091374269,10.944
2019,225511,9221,21749,1338,9368,4052,9231,5064,1368,0.25,125,0.25,0.091374269,10.944
2019,227368,8132,18260,1238,8252,3324,8198,4400,1368,0.25,125,0.25,0.091374269,10.944
2019,228042,30470,30470,100,10442,1575,9830,2000,1368,0.25,125,0.25,0.091374269,10.944
2019,228723,12153,38602,1222,10400,6308,10400,6308,1368,0.25,125,0.25,0.091374269,10.944
2019,228796,9161,24524,1632,9496,4232,9496,4232,1368,0.25,125,0.25,0.091374269,10.944
2019,231581,36600,36600,1150,12970,2280,9540,3060,1368,0.25,125,0.25,0.091374269,10.944
2019,232672,31110,31110,900,9730,2130,11250,2860,1368,0.25,125,0.25,0.091374269,10.944
2019,237525,8412,19266,1100,10644,2287,9580,3087,1368,0.25,125,0.25,0.091374269,10.944
2019,238078,29290,29290,1300,9900,1800,5000,1200,1368,0.25,125,0.25,0.091374269,10.944
2019,238430,31798,31798,700,8950,4992,6517,5332,1368,0.25,125,0.25,0.091374269,10.944
2019,238616,30352,30352,1800,11170,3100,11170,3100,1368,0.25,125,0.25,0.091374269,10.944
2019,240417,9463,17430,418,6944,3206,6944,3206,1368,0.25,125,0.25,0.091374269,10.944
2019,245652,35755,35755,650,12860,1000,12860,1000,1368,0.25,125,0.25,0.091374269,10.944
2019,392840,24750,24750,2000,11000,5000,14000,5000,1368,0.25,125,0.25,0.091374269,10.944
